1,1,5,174,5,2
2,1,3,144,10,5
1,2,8,150,6,1
2,2,2,151,3,5
1,3,7,239,8,18
2,3,5,221,10,16
1,4,5,352,5,10
2,4,2,316,10,14
1,8,7,153,5,4
2,8,4,154,3,1
1,9,4,159,8,7
2,9,5,163,2,6
1,5,4,337,7,8
2,5,5,306,5,7
1,6,8,237,7,8
2,6,5,238,1,1
1,7,5,314,9,13
2,7,3,286,10,12
