243,1
123,1
1,1
16,1
17,2
120,2
121,2
178,2
145,3
146,3
213,3
214,3
120,4
16,4
321,4
320,4
213,5
120,5
148,5
250,5
214,6
119,6
148,6
65,6
250,7
66,7
119,7
148,7
248,8
250,8
148,8
140,8
36,9
37,9
38,9
39,9
